id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
1192,3,147,10,121,1,1,16,183,278,103,44,0,0,0,1,0,0,28,0,14,30,52,24,17.616666666666667,3,15,26,38,15,26.0,12,13.9,-0.3,0.79,0,90,31,34,57,13,4,2
1193,10,89,15,123,7,10,22,6,251,107,79,7,5,6,8,7,5,35,0,14,39,51,27,27.442857142857143,6,15,35,42,20,30.075,21,14.9,4.7,5.79,10,40,46,30,65,18,6,1
1194,4,125,17,62,2,9,19,5,10,25,48,6,9,7,3,8,5,44,5,21,30,56,31,27.5,6,16,32,50,12,29.666666666666664,17,15.4,5.2,-1.12,7,81,20,30,42,60,9,0
1195,3,6,10,148,1,1,16,1,6,103,104,1,0,0,1,0,1,28,0,14,29,47,24,20.166666666666664,3,15,25,40,14,26.0,12,8.9,1.4,3.51,4,56,24,0,15,20,0,1
1196,3,89,13,121,1,1,16,12,6,11,31,1,0,0,1,0,0,26,0,14,31,49,25,20.82857142857143,3,15,27,39,15,27.82857142857143,12,12.7,3.7,-1.7,0,83,31,10,52,44,2,1
1197,3,6,11,100,1,1,16,110,251,103,87,1,0,0,1,0,1,26,0,14,29,47,24,19.166666666666664,3,15,25,37,14,29.0,12,10.8,1.4,1.74,9,84,10,31,9,19,2,1
1198,3,6,10,17,1,1,16,5,60,11,17,1,0,0,1,1,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,9.4,-0.8,-3.12,5,51,50,31,26,68,2,0
1199,3,150,13,127,7,10,23,2,177,112,79,8,6,5,1,9,0,28,7,19,37,52,29,24.1,6,24,36,42,21,36.8125,12,13.9,6.7,4.79,9,66,4,35,27,32,1,1
1200,6,8,20,154,10,10,22,10,281,23,78,9,5,7,4,3,5,31,5,18,37,54,32,20.375,3,21,29,39,16,28.285714285714285,18,20.1,1.6,2.02,12,85,36,13,58,54,9,1
1201,3,89,12,59,1,1,16,1,168,23,31,1,0,0,1,1,1,26,0,14,28,50,22,18.25,3,15,24,40,11,25.333333333333336,12,8.9,1.4,3.51,2,13,15,17,58,20,3,0
1202,3,166,10,55,1,1,16,1,6,103,39,0,0,0,1,0,0,30,0,14,29,49,24,20.833333333333336,3,15,25,41,13,26.833333333333336,12,11.1,0.6,2.02,0,77,45,24,12,70,5,1
1203,3,89,12,102,1,1,16,1,6,23,39,0,0,0,0,0,0,26,0,14,28,46,23,16.4,3,15,25,44,8,13.0,12,10.8,1.4,1.74,9,29,18,26,20,49,5,0
1204,3,89,13,121,1,1,16,12,6,11,13,1,0,0,1,0,0,26,0,14,31,49,18,6.0,8,15,27,39,8,13.0,17,9.4,-0.8,-3.12,3,42,42,34,47,7,5,2
1205,5,92,18,166,9,4,24,189,168,30,106,5,0,0,6,7,4,33,4,14,32,51,25,27.0,3,15,32,44,20,31.25,15,21.7,10.7,-0.7,9,17,15,32,49,25,6,0
1206,4,116,10,20,0,1,16,181,251,103,87,0,0,0,1,0,0,58,0,14,29,49,24,18.666666666666664,3,15,25,37,14,24.833333333333336,12,10.8,1.4,1.74,5,11,47,8,36,71,2,1
1207,6,125,13,169,9,15,25,185,279,129,140,4,0,1,10,10,7,55,0,14,30,55,20,7.0,6,18,27,38,16,13.0,15,8.6,3.6,8.32,2,75,39,8,48,30,6,0
1208,4,116,10,155,1,12,16,181,251,3,5,0,0,1,0,1,0,58,0,14,29,48,19,21.0,3,15,24,43,8,13.0,12,10.8,1.4,1.74,8,100,1,21,49,10,4,0
1209,3,89,13,55,1,1,16,1,60,30,44,1,0,0,1,1,0,29,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,10.8,1.4,1.74,9,97,26,22,4,7,4,0
1210,4,116,11,52,1,12,16,183,168,23,13,0,0,0,0,1,0,40,0,16,31,53,20,17.5,5,15,26,40,8,13.0,12,15.5,2.8,-4.06,9,73,15,39,26,42,4,0
1211,4,50,10,20,0,3,16,110,278,12,70,0,0,0,1,0,0,40,0,22,37,59,31,18.846153846153847,3,22,30,50,18,25.8,12,10.8,1.4,1.74,6,84,20,37,32,53,3,1
1212,3,89,10,76,1,1,16,110,99,30,31,0,0,0,1,0,0,27,0,14,28,49,21,18.0,3,15,24,38,13,25.833333333333336,12,7.6,2.6,0.32,0,22,6,11,9,28,0,1
1213,3,89,12,54,1,1,16,1,66,23,17,0,0,0,1,1,0,28,0,14,29,47,24,20.166666666666664,3,15,25,39,14,25.333333333333336,12,11.1,0.6,2.02,0,22,35,24,34,69,2,1
1214,3,6,12,121,1,1,16,5,60,7,31,1,0,0,1,0,0,26,0,14,31,50,24,19.345,5,15,27,40,14,26.345,14,9.4,-0.8,-3.12,1,51,2,20,37,51,1,2
1215,3,6,11,17,1,1,16,5,6,11,31,1,0,0,1,0,0,27,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.7,3.7,-1.7,5,22,9,16,55,46,0,1
1216,7,9,15,24,2,3,19,7,68,24,80,3,3,1,7,8,1,32,2,23,32,48,19,6.0,12,24,22,37,11,19.0,15,21.4,3.5,3.79,5,75,9,9,34,45,11,2
1217,3,116,10,121,1,12,16,183,251,103,87,0,0,0,1,0,0,32,0,14,30,50,24,18.585714285714285,3,15,27,40,15,26.442857142857143,12,13.9,-0.3,0.79,4,53,49,24,26,76,0,1
1218,3,89,10,102,1,1,16,5,6,11,31,0,0,0,1,0,1,27,0,14,29,56,24,17.333333333333336,3,15,25,40,11,25.666666666666664,12,9.4,-0.8,-3.12,3,91,50,2,59,66,3,1
1219,3,6,14,96,1,1,16,110,168,103,87,1,0,0,1,1,0,28,0,14,28,50,21,16.333333333333336,3,15,24,37,13,25.8,12,12.4,0.5,1.79,1,27,24,12,22,29,4,1
1220,8,15,20,97,3,4,24,183,286,39,96,9,3,7,3,9,10,30,3,18,37,53,20,21.5,4,20,27,41,9,20.0,21,16.7,12.7,5.3,3,43,43,20,46,54,10,0
1221,3,6,10,17,1,1,16,5,251,103,87,1,0,0,1,0,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,16.2,0.3,-0.92,2,66,29,33,55,50,3,0
1222,3,116,10,121,1,1,16,5,6,11,44,1,0,0,1,0,0,42,0,14,31,52,25,17.705714285714286,3,15,27,42,15,24.705714285714286,12,10.8,1.4,1.74,2,73,33,31,24,44,1,2
1223,3,6,11,121,1,1,16,110,6,103,13,0,0,0,1,0,0,28,0,14,30,50,24,18.78333333333333,3,15,27,40,15,25.84285714285714,12,13.9,-0.3,0.79,3,12,47,7,40,42,0,1
1224,3,157,10,76,1,14,16,5,6,11,79,0,0,0,0,1,0,30,0,14,28,46,18,6.0,3,15,24,36,8,13.0,12,12.7,3.7,-1.7,5,57,2,37,57,71,0,0
1225,4,116,10,121,1,12,16,181,278,103,104,1,0,0,1,0,0,47,0,14,30,53,22,18.0,3,15,26,44,12,25.5625,12,11.1,0.6,2.02,7,44,20,19,1,28,5,0
1226,3,55,10,102,1,1,94,5,6,103,87,1,0,0,1,0,0,27,1,14,29,47,24,19.5,3,15,25,37,14,27.333333333333336,12,12.4,0.5,1.79,3,99,47,26,41,12,4,1
1227,3,157,10,100,1,14,16,1,168,310,158,0,0,0,1,0,0,28,0,17,29,47,24,19.5,3,17,25,40,13,25.5,12,13.9,-0.3,0.79,0,13,5,34,43,68,4,1
1228,6,124,18,159,2,9,25,189,253,109,94,3,5,7,5,6,0,63,8,21,36,51,24,26.4,3,24,26,42,19,30.666666666666664,12,14.7,10.7,1.3,10,92,18,43,1,26,7,0
1229,3,6,10,100,1,1,16,1,168,23,39,0,0,0,1,0,0,27,0,14,29,48,24,18.285714285714285,3,15,25,38,14,25.0,12,12.4,0.5,1.79,6,52,19,34,54,54,0,1
1230,10,97,13,122,6,7,17,116,12,30,43,10,7,2,3,6,0,33,3,22,35,53,26,25.30625,7,23,30,45,22,31.545,18,19.5,9.8,-3.0599999999999996,6,18,17,32,35,48,7,1
1231,3,147,10,59,1,1,16,1,6,103,31,0,0,0,1,1,0,39,0,14,28,53,19,18.0,3,15,24,40,9,24.0,16,16.2,0.3,-0.92,9,7,50,28,52,36,2,0
1232,3,6,14,148,1,1,16,12,6,23,104,1,0,0,1,0,0,26,0,14,29,51,22,17.25,3,15,25,42,13,25.2,12,8.9,1.4,3.51,4,83,21,36,21,54,2,2
1233,3,6,10,59,1,1,16,110,251,30,79,1,0,0,1,1,0,26,0,14,28,50,22,16.5,3,15,24,42,10,23.5,15,7.6,2.6,0.32,5,79,44,2,34,78,3,2
1234,3,72,13,155,1,1,16,181,251,103,31,1,0,0,1,0,1,26,0,14,29,48,24,18.666666666666664,3,15,25,39,13,25.8,12,10.8,1.4,1.74,8,98,24,22,3,1,1,1
1235,3,6,10,121,1,1,16,110,251,23,87,1,0,0,1,0,1,27,0,14,30,48,24,18.96666666666667,3,15,26,38,14,25.96666666666667,12,7.6,2.6,0.32,2,30,40,37,19,52,3,1
1236,3,89,13,148,1,1,16,5,6,11,31,1,0,0,1,1,0,26,0,14,29,49,24,19.625,3,15,25,38,14,27.285714285714285,12,11.1,0.6,2.02,6,24,27,19,8,14,5,1
1237,3,89,13,155,1,1,16,1,168,23,13,1,0,0,1,0,0,26,0,14,29,48,24,18.571428571428573,3,15,25,37,14,26.666666666666664,12,13.9,-0.3,0.79,5,6,14,25,25,43,4,1
1238,3,116,10,148,1,1,16,165,242,3,5,1,0,0,0,1,0,36,0,14,28,48,21,17.666666666666664,3,15,24,39,10,24.5,13,7.6,2.6,0.32,1,50,44,26,49,42,3,0
1239,3,89,14,121,1,1,16,183,6,103,70,1,0,0,1,0,1,26,0,14,30,49,25,19.15,3,15,27,40,16,28.06875,12,13.9,-0.3,0.79,4,10,43,19,8,44,4,1
1240,3,89,13,121,1,1,16,1,6,23,87,1,0,0,1,0,0,26,0,14,30,48,24,18.766666666666666,3,15,26,38,14,25.766666666666666,12,7.6,2.6,0.32,3,56,15,17,22,66,2,1
1241,3,6,12,121,1,1,16,181,278,103,87,1,0,0,1,0,1,26,0,14,31,49,25,18.082857142857144,3,15,27,39,15,25.082857142857144,12,10.8,1.4,1.74,8,77,5,25,33,33,5,1
1242,3,6,13,100,1,1,16,110,6,23,44,1,1,0,1,0,0,26,0,14,29,50,23,17.833333333333336,3,15,25,39,10,24.5,12,13.9,-0.3,0.79,5,96,34,38,49,46,0,2
1243,4,116,10,96,1,1,16,183,251,23,70,1,0,0,0,0,0,47,0,14,28,53,21,16.666666666666664,5,15,24,46,11,23.666666666666664,12,9.4,-0.8,-3.12,7,72,29,26,45,74,5,0
1244,3,116,10,167,0,1,16,110,251,103,70,0,0,0,1,1,0,35,0,14,28,48,19,17.0,3,15,24,38,8,13.0,12,13.9,-0.3,0.79,7,45,36,25,13,49,4,0
1245,3,6,11,121,1,1,16,181,251,103,70,1,0,0,1,0,0,27,0,14,30,51,25,19.805,3,15,27,39,16,27.2725,12,15.5,2.8,-4.06,7,7,48,0,24,51,2,1
1246,3,157,10,52,1,1,16,5,33,11,45,1,0,0,1,1,0,29,0,18,32,55,25,17.285714285714285,5,17,27,46,12,25.25,12,12.7,3.7,-1.7,1,30,33,34,60,78,4,2
1247,56,116,10,167,0,1,16,181,251,103,87,0,0,0,1,1,1,45,0,14,28,49,23,19.0,3,15,24,42,12,26.333333333333336,14,16.2,0.3,-0.92,8,11,42,40,16,18,4,0
1248,3,6,12,121,1,1,16,1,6,23,39,1,0,0,1,0,0,26,0,14,31,49,25,20.2,3,15,27,39,15,27.2,12,12.7,3.7,-1.7,4,99,42,31,0,66,3,1
1249,3,6,10,17,1,1,16,218,6,11,39,0,0,0,1,0,1,27,0,20,35,53,30,20.5,3,19,30,46,19,26.583333333333336,12,8.9,1.4,3.51,8,33,26,9,4,69,5,1
1250,3,6,11,17,1,1,16,184,6,12,39,1,0,1,1,0,0,27,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.4,0.5,1.79,7,45,37,21,6,35,0,0
1251,3,6,10,17,1,1,16,5,60,11,17,1,0,0,1,0,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,15.5,2.8,-4.06,9,6,10,16,14,49,1,0
1252,4,116,11,59,1,12,16,181,251,38,70,0,0,0,0,1,0,41,0,14,28,52,18,6.0,3,15,24,36,8,13.0,12,9.4,-0.8,-3.12,6,34,14,9,20,40,4,0
1253,3,6,11,96,1,1,16,110,168,103,87,1,0,0,1,0,0,28,0,14,28,53,19,16.0,5,15,24,36,8,13.0,12,12.7,3.7,-1.7,2,10,3,34,21,5,5,0
1254,3,147,10,155,1,1,16,1,60,103,31,0,0,0,0,1,0,30,0,14,27,45,18,6.0,7,15,24,39,11,25.0,12,10.8,1.4,1.74,8,12,2,15,17,7,1,0
1255,3,6,11,121,1,1,16,181,251,103,70,1,0,0,1,0,1,27,0,14,30,49,25,20.7875,3,15,27,39,16,28.8625,12,13.9,-0.3,0.79,8,93,26,10,46,53,1,1
1256,3,9,12,54,1,1,16,5,6,103,45,1,0,0,1,0,0,26,0,14,29,47,24,18.666666666666664,3,15,25,39,14,27.125,12,10.8,1.4,1.74,0,78,2,17,4,12,1,1
1257,3,6,10,100,1,1,16,5,6,30,44,0,0,0,1,0,1,26,0,14,29,47,24,17.333333333333336,3,15,25,39,14,24.333333333333336,12,15.5,2.8,-4.06,3,27,4,5,60,0,2,1
1258,3,89,12,148,1,1,16,1,60,23,31,1,0,0,1,0,0,26,0,14,29,49,24,20.0,3,15,25,40,13,27.0,12,8.9,1.4,3.51,0,64,40,6,40,21,4,1
1259,3,6,10,17,1,1,16,110,251,103,70,1,0,0,1,0,1,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.4,0.5,1.79,1,37,50,32,5,52,3,1
1260,4,124,16,54,2,7,16,189,253,105,95,3,1,9,6,4,9,64,0,15,35,53,26,11.0,6,19,28,40,13,16.0,21,18.1,7.6,3.02,11,91,50,35,33,37,5,0
1261,3,89,10,20,0,1,16,183,251,36,45,0,0,0,1,0,1,32,0,14,29,52,22,18.0,3,15,25,38,14,26.0,12,10.8,1.4,1.74,0,12,49,40,9,75,0,1
1262,3,116,10,52,1,1,16,5,6,11,39,0,0,1,0,1,0,43,0,14,29,49,23,22.166666666666668,3,15,25,41,12,29.0,12,8.9,1.4,3.51,2,23,21,16,29,21,3,0
1263,4,116,10,96,1,1,16,181,251,103,87,0,0,0,0,0,0,43,0,14,28,49,22,18.5,4,15,24,39,13,24.8,12,9.4,-0.8,-3.12,4,21,37,39,22,50,4,0
1264,3,89,10,102,1,1,16,1,6,23,104,0,0,0,1,1,0,27,0,14,29,48,23,16.8,3,15,25,41,10,23.5,12,10.8,1.4,1.74,1,76,23,19,59,6,1,2
1265,4,116,10,146,1,1,16,181,251,103,87,0,0,0,1,0,0,55,0,15,30,57,24,18.514285714285712,3,15,26,46,12,24.75,12,12.7,3.7,-1.7,0,64,7,0,40,3,4,0
1266,9,7,19,127,2,9,25,13,139,38,92,5,8,9,1,8,4,30,7,23,39,54,32,23.877142857142857,7,22,27,43,22,28.6625,19,20.4,1.5,10.79,8,66,12,35,69,22,3,1
1267,3,89,12,155,1,1,16,1,6,23,87,1,0,1,1,0,1,27,0,14,29,47,24,17.833333333333336,3,15,25,38,14,25.285714285714285,12,15.5,2.8,-4.06,8,7,34,24,59,68,1,1
1268,3,116,10,155,1,1,16,1,168,7,31,0,0,0,1,1,0,44,0,14,29,48,24,21.285714285714285,3,15,25,37,14,29.5,12,10.8,1.4,1.74,0,37,22,9,32,4,0,1
1269,4,147,10,102,1,3,16,183,251,103,31,1,0,0,1,0,0,41,0,23,35,63,28,19.3,3,24,30,42,19,26.727272727272727,12,9.4,-0.8,-3.12,8,36,32,38,29,78,3,1
1270,3,89,12,102,1,1,16,181,168,30,44,1,0,0,1,0,0,27,0,14,29,49,22,17.25,3,15,25,39,12,25.0,12,10.8,1.4,1.74,4,64,42,28,47,23,5,2
1271,5,10,12,121,7,6,20,186,251,104,88,6,4,8,3,9,3,28,1,20,38,57,33,23.327142857142857,3,16,29,39,18,27.327142857142857,19,16.8,5.4,9.74,3,20,46,14,43,72,12,0
1272,4,116,10,96,1,1,16,181,251,103,87,0,0,0,1,0,0,47,0,14,28,49,22,17.25,3,15,24,39,12,24.5,12,11.1,0.6,2.02,4,93,39,40,34,35,3,2
1273,10,51,19,64,5,18,18,1,6,27,40,9,7,3,6,2,1,37,1,20,37,47,30,24.166666666666664,6,23,29,39,16,32.14285714285714,12,18.1,0.6,6.02,10,15,44,19,18,71,8,0
1274,3,116,10,121,1,1,16,181,251,38,70,0,0,0,0,1,0,46,0,14,30,52,23,18.18,3,15,26,42,12,24.8125,12,11.1,0.6,2.02,7,31,1,24,53,13,5,0
1275,3,157,10,52,1,14,16,183,278,103,79,1,0,0,1,1,0,28,0,14,29,49,23,18.857142857142858,3,15,25,42,14,25.3,12,16.2,0.3,-0.92,5,96,41,13,17,11,5,1
1276,3,6,10,55,1,1,16,5,6,23,87,1,0,0,1,1,0,29,0,14,29,56,21,17.25,3,15,25,40,8,13.0,12,12.4,0.5,1.79,7,91,19,22,56,39,4,2
1277,3,166,10,148,1,1,16,62,69,12,31,0,0,0,1,1,0,27,0,16,29,48,24,20.428571428571427,3,16,26,39,15,27.375,12,11.1,0.6,2.02,6,30,20,31,36,54,2,1
1278,3,116,10,20,0,1,16,181,251,36,44,0,0,0,1,0,0,49,0,14,25,43,18,6.0,3,15,25,31,8,13.0,12,12.7,3.7,-1.7,5,99,48,12,11,21,5,0
1279,3,157,10,55,1,1,16,156,104,36,45,1,0,0,1,0,0,29,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,10.8,1.4,1.74,5,36,20,25,53,62,3,0
1280,3,6,10,54,1,1,16,1,168,23,5,0,1,0,1,0,1,28,0,14,29,47,24,19.166666666666664,3,15,25,37,14,25.666666666666664,12,11.1,0.6,2.02,2,78,0,21,23,73,5,1
1281,3,89,13,148,1,1,16,110,251,103,135,1,1,1,0,0,1,26,0,14,29,47,19,17.0,3,15,25,31,8,13.0,12,12.7,3.7,-1.7,4,92,24,31,16,48,5,0
1282,3,147,13,17,1,1,16,110,137,103,104,0,0,0,1,1,0,27,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,9.4,-0.8,-3.12,1,27,14,15,24,22,3,1
1283,3,6,11,102,1,1,16,110,6,103,79,0,0,0,1,1,0,29,0,14,29,49,21,18.0,3,15,25,40,9,24.0,12,15.5,2.8,-4.06,7,90,11,33,60,34,4,0
1284,8,125,12,123,8,6,18,2,13,31,108,8,5,7,4,7,0,33,0,15,35,60,27,8.0,6,16,31,41,8,21.0,21,15.9,4.7,0.79,6,92,24,9,45,57,8,0
1285,3,116,10,59,1,12,16,181,251,103,39,0,0,1,0,1,0,36,0,14,28,51,18,6.0,3,15,24,38,8,13.0,12,12.4,0.5,1.79,5,95,19,18,21,24,4,0
1286,3,147,11,121,1,1,16,265,60,11,17,0,0,0,1,0,0,29,0,14,31,53,24,17.68,3,15,27,43,14,24.68,12,10.8,1.4,1.74,2,31,10,19,39,35,5,1
1287,3,93,20,105,8,8,19,9,282,30,45,9,3,6,10,1,4,31,3,20,33,60,24,25.0,4,16,28,46,13,24.75,13,15.1,9.6,10.02,4,61,43,22,25,22,14,2
1288,3,147,10,148,1,1,16,165,242,3,5,0,0,0,1,1,0,33,0,14,28,46,22,19.75,3,15,24,36,12,27.75,12,7.6,2.6,0.32,3,53,25,14,59,5,1,1
1289,3,6,10,17,1,1,16,183,168,103,17,1,0,0,1,1,1,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.7,3.7,-1.7,3,74,10,12,50,14,4,1
1290,3,6,11,76,1,1,16,110,251,103,87,1,0,0,1,0,0,26,0,14,28,51,22,19.5,4,15,24,36,13,26.4,12,12.7,3.7,-1.7,3,74,4,17,44,26,3,2
1291,3,6,10,100,1,1,16,183,278,38,79,1,0,0,1,0,0,27,0,14,29,52,22,18.75,3,15,25,38,14,24.333333333333336,12,7.6,2.6,0.32,5,87,5,40,30,76,0,1
1292,4,50,10,54,1,17,16,181,6,103,70,0,0,0,1,0,0,41,0,14,29,48,24,21.0,3,15,25,39,11,24.0,12,11.1,0.6,2.02,4,39,1,17,48,34,2,1
1293,3,89,14,158,1,1,16,110,278,23,79,1,0,0,1,0,1,26,0,14,29,49,24,17.666666666666664,3,15,25,40,12,25.0,12,10.8,1.4,1.74,7,45,5,12,46,44,2,0
1294,3,116,10,121,1,1,16,181,251,103,79,0,0,0,1,1,0,44,0,14,30,59,18,6.0,3,15,26,38,8,13.0,12,13.9,-0.3,0.79,8,30,38,39,24,16,0,0
1295,3,89,12,146,1,1,16,110,278,103,70,0,0,0,1,0,1,26,0,14,30,50,25,18.855555555555554,3,15,27,39,16,26.9125,12,12.7,3.7,-1.7,6,5,12,19,21,28,2,1
1296,3,10,21,166,5,4,23,112,172,111,88,4,1,4,3,6,1,37,1,17,38,54,31,24.2,6,21,26,47,22,33.2,21,10.8,4.4,7.74,13,8,25,45,44,42,5,0
1297,3,6,11,155,1,1,16,183,6,103,87,1,0,0,1,0,0,27,0,14,29,47,23,18.2,3,15,25,38,13,23.8,12,10.8,1.4,1.74,2,97,29,9,23,62,5,2
1298,3,9,11,54,1,1,16,1,6,23,104,1,0,0,1,1,0,26,0,14,29,48,23,19.2,3,15,25,37,13,24.8,12,16.2,0.3,-0.92,5,17,43,37,32,18,1,1
1299,4,143,10,167,0,1,16,5,33,11,17,0,0,0,1,1,0,35,0,16,25,43,20,18.5,3,15,24,37,10,25.5,12,12.7,3.7,-1.7,5,53,47,20,16,39,1,2
1300,3,6,10,155,1,1,16,1,6,30,44,1,0,0,1,1,0,26,0,14,29,47,24,19.666666666666664,3,15,25,37,14,27.5,12,12.7,3.7,-1.7,5,50,27,21,59,50,3,1
1301,3,89,10,96,1,1,16,181,278,103,70,1,0,0,1,1,0,26,0,14,28,46,23,19.4,3,15,24,37,13,25.2,12,11.1,0.6,2.02,5,33,4,26,17,55,2,1
1302,3,6,15,54,1,6,16,1,6,103,87,1,0,0,1,1,0,30,0,14,29,47,24,20.166666666666664,3,15,25,39,14,26.625,12,10.8,1.4,1.74,7,31,42,37,23,54,3,1
1303,3,89,15,146,1,1,16,110,278,38,70,1,0,0,1,0,1,26,0,14,30,50,25,20.1,3,15,27,39,16,26.3125,12,12.7,3.7,-1.7,5,92,9,21,45,54,1,1
1304,3,6,11,102,1,1,16,1,168,30,70,1,0,0,1,0,1,28,0,14,29,47,24,19.833333333333336,3,15,25,37,14,28.0,12,11.1,0.6,2.02,2,36,16,8,34,35,2,1
1305,3,89,15,148,1,1,16,12,6,12,104,0,0,0,1,0,0,28,0,14,29,50,24,18.375,3,15,25,38,14,26.142857142857142,12,11.1,0.6,2.02,2,3,49,12,4,23,3,1
1306,3,6,12,155,1,1,16,183,278,103,44,0,0,0,1,0,1,28,0,14,29,50,22,19.0,3,15,25,44,12,24.25,12,10.8,1.4,1.74,5,49,0,11,4,26,2,1
1307,3,89,12,158,1,1,16,165,242,3,5,1,0,0,1,0,0,29,0,14,29,49,23,17.8,3,15,25,39,12,23.5,12,7.6,2.6,0.32,2,37,26,22,34,70,5,0
1308,3,6,10,155,1,1,16,5,33,11,13,1,0,0,1,0,0,30,0,14,29,54,20,18.0,3,15,25,45,9,23.0,12,9.4,-0.8,-3.12,5,29,16,9,48,75,3,0
1309,3,157,10,102,1,14,16,110,33,103,31,0,0,0,0,1,0,34,0,16,31,55,26,21.125,3,16,25,43,14,26.666666666666664,12,11.1,0.6,2.02,7,0,19,28,40,5,3,2
1310,3,89,12,121,1,1,16,62,6,23,104,1,0,0,1,0,0,26,0,14,30,48,25,19.685714285714283,3,15,27,39,16,28.3875,12,13.9,-0.3,0.79,0,38,15,3,40,57,4,1
1311,3,6,10,121,1,1,16,5,66,12,31,0,0,0,1,0,0,26,0,14,30,48,25,20.45,3,15,27,40,16,27.144444444444446,12,11.1,0.6,2.02,3,98,41,9,53,35,0,1
1312,3,167,10,55,1,16,16,1,168,23,70,0,0,0,1,0,0,28,0,21,34,54,29,21.692307692307693,3,19,28,40,17,28.555555555555557,12,8.9,1.4,3.51,8,81,48,30,15,68,3,1
1313,56,147,10,121,1,1,16,1,278,30,44,0,0,0,1,0,1,26,0,14,31,49,25,17.857142857142858,3,15,27,39,15,24.857142857142858,12,12.7,3.7,-1.7,4,58,14,23,45,23,3,1
1314,3,6,10,17,1,1,16,1,278,38,79,1,0,0,1,1,0,34,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,11.1,0.6,2.02,7,69,30,13,59,52,4,0
1315,9,15,11,109,7,3,18,118,13,32,36,3,0,5,3,1,3,29,4,15,32,49,30,26.666666666666664,7,16,27,49,23,32.333333333333336,12,7.6,5.6,8.32,4,33,6,7,16,67,5,1
1316,3,50,10,121,1,3,16,181,251,38,70,1,0,0,1,0,0,35,0,14,31,49,25,20.414285714285715,3,15,27,39,15,27.414285714285715,12,12.7,3.7,-1.7,3,76,3,39,18,38,3,1
1317,3,89,10,100,1,1,16,181,278,103,79,1,0,0,1,0,1,26,0,14,29,47,24,21.166666666666664,3,15,25,38,14,27.142857142857142,12,11.1,0.6,2.02,8,10,41,18,3,35,2,1
1318,3,6,10,54,1,1,16,5,168,23,39,1,0,0,1,1,1,28,0,14,29,47,24,18.833333333333336,3,15,25,39,14,25.666666666666664,14,16.2,0.3,-0.92,8,16,1,29,0,75,0,1
1319,3,50,10,96,1,15,16,181,251,103,87,0,0,0,1,0,0,60,0,25,38,67,32,16.46666666666667,3,24,31,47,20,23.923076923076923,12,13.9,-0.3,0.79,8,57,41,10,6,13,3,1
1320,3,116,10,20,0,12,16,165,242,3,5,0,0,0,1,0,0,63,0,14,29,47,24,19.833333333333336,3,16,25,37,14,25.833333333333336,12,7.6,2.6,0.32,7,32,39,40,9,1,1,1
1321,10,12,18,26,5,6,19,171,260,112,133,3,7,8,9,7,7,40,1,19,35,48,32,27.833333333333336,7,19,32,39,17,30.833333333333336,18,9.6,10.6,1.32,14,99,34,39,31,54,9,1
1322,4,89,14,59,1,1,16,181,278,23,39,1,0,0,1,1,0,29,0,14,28,51,22,19.2,3,15,24,38,12,27.25,14,7.6,2.6,0.32,0,45,23,28,22,53,5,2
1323,3,157,10,54,1,14,16,1,6,23,104,1,0,0,1,0,0,27,0,16,30,52,24,18.0,3,20,28,40,16,25.75,12,16.2,0.3,-0.92,3,73,40,17,5,59,3,1
1324,3,89,11,96,1,1,16,110,168,38,70,1,0,0,1,0,1,27,0,14,28,49,23,17.2,3,15,24,36,11,24.0,12,12.4,0.5,1.79,5,97,16,18,54,60,5,1
1325,3,6,10,17,1,1,16,110,168,23,70,1,0,0,1,0,1,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.4,0.5,1.79,1,89,6,5,17,67,2,1
1326,3,6,13,55,1,1,16,181,6,103,87,1,0,0,1,0,1,27,0,14,28,48,22,20.5,3,15,24,36,13,26.6,12,10.8,1.4,1.74,0,41,22,39,41,31,0,1
1327,6,95,12,154,10,5,19,6,284,27,72,7,7,8,6,1,9,30,5,15,30,56,27,21.0,8,17,29,42,17,17.0,19,20.5,11.8,-4.06,5,27,41,35,13,38,2,0
1328,3,6,11,146,1,1,16,110,168,103,87,1,0,0,1,0,0,26,0,14,30,50,25,21.155555555555555,3,15,27,39,16,29.8,12,12.7,3.7,-1.7,6,15,22,19,56,77,2,1
